district,division,climate_zone,year,month,rainfall_mm,river_level_m,soil_saturation_percent,drainage_quality,district_flood_prone,flood_occurred
Gampaha,Gampaha-DS1,Wet,2016,2,121.5,2.49,49.3,Good,1,0
Moneragala,Moneragala-DS4,Dry,2016,3,68.2,1.85,34.5,Good,0,0
Kegalle,Kegalle-DS6,Wet,2012,4,142.2,2.62,40.9,Good,1,0
Batticaloa,Batticaloa-DS5,Dry,2009,4,92.0,2.31,43.6,Poor,1,1
Badulla,Badulla-DS3,Intermediate,2009,2,125.4,1.83,32.6,Poor,0,0
Anuradhapura,Anuradhapura-DS2,Dry,2014,1,221.6,2.58,34.2,Good,0,0
Galle,Galle-DS6,Wet,2023,7,323.2,3.31,70.6,Poor,1,1
Nuwara Eliya,Nuwara Eliya-DS1,Wet,2016,3,133.6,2.03,39.5,Moderate,0,0
Gampaha,Gampaha-DS1,Wet,2012,11,296.2,3.05,54.1,Poor,1,1
Jaffna,Jaffna-DS2,Dry,2025,9,92.0,1.9,30.1,Moderate,0,0
Gampaha,Gampaha-DS6,Wet,2018,1,254.6,2.73,55.3,Poor,1,1
Gampaha,Gampaha-DS1,Wet,2012,4,253.9,3.32,53.8,Poor,1,0
Jaffna,Jaffna-DS6,Dry,2009,2,40.4,1.61,29.7,Poor,0,0
Badulla,Badulla-DS4,Intermediate,2022,2,137.6,2.12,37.6,Moderate,0,0
Moneragala,Moneragala-DS5,Dry,2018,6,206.1,2.21,39.2,Moderate,0,1
Kandy,Kandy-DS6,Wet,2013,1,326.0,3.48,61.8,Good,1,0
Kilinochchi,Kilinochchi-DS3,Dry,2022,4,86.3,2.04,36.6,Moderate,0,0
Trincomalee,Trincomalee-DS5,Dry,2020,1,121.9,2.97,44.9,Moderate,1,0
Nuwara Eliya,Nuwara Eliya-DS5,Wet,2022,4,367.6,2.76,67.6,Poor,0,0
Nuwara Eliya,Nuwara Eliya-DS1,Wet,2025,6,513.0,3.37,72.6,Poor,0,1
Batticaloa,Batticaloa-DS2,Dry,2025,5,90.7,2.05,27.4,Moderate,1,0
Kandy,Kandy-DS6,Wet,2022,8,304.6,3.72,69.6,Good,1,1
Jaffna,Jaffna-DS4,Dry,2017,10,153.9,2.23,36.7,Poor,0,1
Kalutara,Kalutara-DS3,Wet,2009,1,223.1,3.31,41.8,Moderate,1,0
Badulla,Badulla-DS5,Intermediate,2009,12,88.9,1.89,31.4,Moderate,0,0
Kalutara,Kalutara-DS6,Wet,2017,6,673.5,4.6,84.6,Poor,1,1
Trincomalee,Trincomalee-DS6,Dry,2021,9,46.1,2.46,27.9,Poor,1,0
Kurunegala,Kurunegala-DS5,Intermediate,2022,4,157.2,2.75,39.3,Moderate,1,0
Matara,Matara-DS1,Wet,2009,12,130.6,2.85,47.0,Good,1,0
Polonnaruwa,Polonnaruwa-DS6,Dry,2023,2,105.9,1.62,46.3,Moderate,0,0
Matale,Matale-DS1,Intermediate,2016,1,143.2,1.75,34.2,Moderate,0,0
Kegalle,Kegalle-DS4,Wet,2023,11,234.6,2.95,52.2,Good,1,0
Mannar,Mannar-DS6,Dry,2023,5,109.1,1.93,29.1,Good,0,0
Colombo,Colombo-DS5,Wet,2018,1,372.6,3.1,65.4,Moderate,1,0
Kilinochchi,Kilinochchi-DS4,Dry,2014,12,130.7,1.77,35.7,Moderate,0,0
Kalutara,Kalutara-DS4,Wet,2012,12,318.9,3.55,52.9,Good,1,0
Kegalle,Kegalle-DS6,Wet,2010,8,458.0,3.81,65.7,Good,1,1
Puttalam,Puttalam-DS5,Dry,2018,4,42.4,1.92,26.8,Good,0,0
Moneragala,Moneragala-DS1,Dry,2020,3,79.2,2.08,34.8,Good,0,0
Polonnaruwa,Polonnaruwa-DS5,Dry,2010,3,85.1,2.01,28.9,Moderate,0,0
Nuwara Eliya,Nuwara Eliya-DS5,Wet,2023,2,366.6,2.8,66.0,Moderate,0,0
Vavuniya,Vavuniya-DS1,Dry,2024,6,98.0,2.13,35.2,Moderate,0,0
Kalutara,Kalutara-DS1,Wet,2020,11,238.4,2.97,56.0,Poor,1,1
Badulla,Badulla-DS5,Intermediate,2019,3,266.3,2.59,47.5,Moderate,0,1
Gampaha,Gampaha-DS6,Wet,2013,6,228.8,2.77,41.8,Moderate,1,1
Trincomalee,Trincomalee-DS2,Dry,2025,7,65.0,2.62,29.2,Poor,1,1
Moneragala,Moneragala-DS1,Dry,2021,7,52.2,1.59,22.6,Poor,0,0
Ampara,Ampara-DS4,Dry,2023,10,208.7,2.15,35.0,Poor,0,0
Nuwara Eliya,Nuwara Eliya-DS5,Wet,2018,7,206.6,2.85,59.1,Poor,0,0
Anuradhapura,Anuradhapura-DS6,Dry,2008,2,60.1,1.71,32.8,Moderate,0,0
Galle,Galle-DS3,Wet,2024,5,217.1,3.23,48.6,Moderate,1,0
Trincomalee,Trincomalee-DS1,Dry,2017,8,62.6,2.26,24.1,Good,1,0
Matale,Matale-DS4,Intermediate,2015,2,243.2,2.22,43.4,Moderate,0,0
Matara,Matara-DS2,Wet,2014,9,162.9,2.9,36.1,Poor,1,0
Batticaloa,Batticaloa-DS4,Dry,2016,8,91.4,2.4,45.2,Good,1,0
Mullaitivu,Mullaitivu-DS4,Dry,2010,8,87.9,1.43,32.8,Good,0,0
Kurunegala,Kurunegala-DS1,Intermediate,2025,4,181.3,2.65,42.4,Moderate,1,0
Kandy,Kandy-DS6,Wet,2021,6,314.4,3.0,59.8,Moderate,1,1
Matale,Matale-DS3,Intermediate,2019,7,132.5,1.9,49.0,Good,0,0
Vavuniya,Vavuniya-DS3,Dry,2010,3,70.1,2.31,35.6,Good,0,0
Anuradhapura,Anuradhapura-DS5,Dry,2019,6,78.0,1.85,42.6,Good,0,1
Kurunegala,Kurunegala-DS6,Intermediate,2009,6,130.1,2.64,37.6,Poor,1,0
Kurunegala,Kurunegala-DS4,Intermediate,2014,1,147.7,2.6,35.7,Moderate,1,0
Kegalle,Kegalle-DS3,Wet,2020,10,346.1,3.33,59.4,Moderate,1,1
Colombo,Colombo-DS2,Wet,2014,1,365.5,3.66,54.4,Moderate,1,1
Anuradhapura,Anuradhapura-DS2,Dry,2023,7,77.7,1.98,41.2,Poor,0,0
Kurunegala,Kurunegala-DS2,Intermediate,2019,9,182.5,2.77,27.4,Moderate,1,0
Batticaloa,Batticaloa-DS1,Dry,2020,5,122.4,2.37,36.9,Good,1,0
Matale,Matale-DS6,Intermediate,2009,12,218.1,1.76,41.6,Moderate,0,0
Mullaitivu,Mullaitivu-DS2,Dry,2022,8,89.1,1.74,37.9,Poor,0,0
Vavuniya,Vavuniya-DS3,Dry,2025,1,290.3,2.9,46.3,Moderate,0,0
Nuwara Eliya,Nuwara Eliya-DS6,Wet,2023,11,177.2,2.39,57.3,Good,0,0
Colombo,Colombo-DS5,Wet,2019,12,376.6,3.25,65.5,Poor,1,0
Ratnapura,Ratnapura-DS2,Wet,2011,3,236.8,3.2,58.4,Poor,1,0
Kandy,Kandy-DS2,Wet,2022,9,271.6,3.14,53.8,Moderate,1,0
Gampaha,Gampaha-DS5,Wet,2011,8,248.9,3.05,57.8,Poor,1,1
Puttalam,Puttalam-DS4,Dry,2022,3,90.2,1.75,36.7,Moderate,0,0
Moneragala,Moneragala-DS6,Dry,2021,7,56.9,1.8,33.6,Moderate,0,0
Anuradhapura,Anuradhapura-DS2,Dry,2020,11,255.0,2.3,49.9,Moderate,0,0
Anuradhapura,Anuradhapura-DS5,Dry,2024,12,68.0,1.68,30.3,Poor,0,0
Colombo,Colombo-DS5,Wet,2010,4,166.0,2.67,42.1,Moderate,1,0
Colombo,Colombo-DS6,Wet,2012,8,359.1,3.42,62.7,Good,1,1
Nuwara Eliya,Nuwara Eliya-DS4,Wet,2009,6,372.1,3.04,58.0,Poor,0,1
Kalutara,Kalutara-DS2,Wet,2019,8,248.7,3.27,47.5,Poor,1,1
Jaffna,Jaffna-DS5,Dry,2008,9,54.6,1.67,36.0,Moderate,0,0
Badulla,Badulla-DS3,Intermediate,2008,5,67.4,1.89,36.3,Good,0,0
Matale,Matale-DS4,Intermediate,2021,4,146.8,1.89,32.9,Moderate,0,0
Kurunegala,Kurunegala-DS6,Intermediate,2008,9,93.5,2.47,33.1,Good,1,0
Matara,Matara-DS6,Wet,2020,10,249.9,2.81,60.2,Moderate,1,0
Hambantota,Hambantota-DS5,Dry,2015,3,127.0,2.11,34.0,Moderate,0,0
Galle,Galle-DS6,Wet,2015,11,237.9,3.21,51.4,Poor,1,1
Puttalam,Puttalam-DS4,Dry,2017,5,136.0,2.03,41.9,Poor,0,0
Polonnaruwa,Polonnaruwa-DS3,Dry,2018,8,47.4,1.65,36.2,Good,0,0
Kandy,Kandy-DS4,Wet,2012,7,208.6,3.11,59.4,Moderate,1,0
Gampaha,Gampaha-DS5,Wet,2012,2,430.2,3.94,60.3,Moderate,1,0
Kandy,Kandy-DS6,Wet,2022,10,632.3,4.3,87.3,Moderate,1,1
Moneragala,Moneragala-DS4,Dry,2013,11,252.0,2.61,45.2,Moderate,0,0
Kegalle,Kegalle-DS6,Wet,2025,2,226.8,3.26,48.2,Moderate,1,1
Moneragala,Moneragala-DS1,Dry,2023,6,84.7,1.52,28.4,Poor,0,0
Matara,Matara-DS6,Wet,2023,2,137.5,2.8,50.9,Moderate,1,0
Badulla,Badulla-DS1,Intermediate,2012,5,190.6,2.16,43.4,Poor,0,0
Matale,Matale-DS3,Intermediate,2015,2,92.1,1.61,26.8,Good,0,0
Matara,Matara-DS2,Wet,2022,11,464.3,3.36,58.9,Moderate,1,1
Kilinochchi,Kilinochchi-DS1,Dry,2012,2,88.1,1.75,39.9,Good,0,0
Kegalle,Kegalle-DS5,Wet,2019,4,118.9,2.64,44.7,Good,1,0
Kurunegala,Kurunegala-DS3,Intermediate,2012,2,83.6,2.66,33.5,Poor,1,0
Ratnapura,Ratnapura-DS3,Wet,2016,2,169.6,2.92,43.3,Moderate,1,0
Trincomalee,Trincomalee-DS2,Dry,2009,6,68.4,2.84,24.9,Moderate,1,0
Moneragala,Moneragala-DS1,Dry,2011,10,164.7,2.01,55.3,Poor,0,1
Trincomalee,Trincomalee-DS6,Dry,2015,5,56.6,2.35,33.4,Moderate,1,0
Ampara,Ampara-DS2,Dry,2022,8,70.9,1.85,40.2,Moderate,0,0
Mannar,Mannar-DS4,Dry,2025,7,67.1,1.61,31.5,Moderate,0,0
Badulla,Badulla-DS3,Intermediate,2017,1,131.1,2.41,34.9,Good,0,0
Galle,Galle-DS5,Wet,2017,11,414.2,3.55,64.4,Moderate,1,1
Badulla,Badulla-DS1,Intermediate,2018,10,221.5,2.06,39.3,Good,0,0
Ampara,Ampara-DS3,Dry,2021,3,38.9,1.93,25.3,Moderate,0,0
Kalutara,Kalutara-DS6,Wet,2018,10,305.2,3.33,64.8,Moderate,1,1
Puttalam,Puttalam-DS1,Dry,2024,6,127.9,2.25,40.9,Good,0,0
Puttalam,Puttalam-DS5,Dry,2015,9,52.2,1.64,33.9,Good,0,0
Kalutara,Kalutara-DS4,Wet,2013,8,341.4,3.19,66.6,Good,1,0
Colombo,Colombo-DS1,Wet,2019,7,281.1,3.27,59.0,Moderate,1,0
Jaffna,Jaffna-DS4,Dry,2020,6,105.3,2.32,47.4,Moderate,0,0
Ratnapura,Ratnapura-DS4,Wet,2018,7,299.7,3.49,60.6,Moderate,1,1
Colombo,Colombo-DS1,Wet,2016,10,289.0,3.31,54.8,Moderate,1,0
Kalutara,Kalutara-DS2,Wet,2023,6,230.3,2.86,47.9,Good,1,0
Batticaloa,Batticaloa-DS6,Dry,2022,6,87.0,2.1,42.7,Moderate,1,0
Mullaitivu,Mullaitivu-DS3,Dry,2017,6,68.0,1.88,25.8,Moderate,0,0
Kilinochchi,Kilinochchi-DS4,Dry,2025,1,284.7,2.35,46.8,Moderate,0,0
Kilinochchi,Kilinochchi-DS4,Dry,2015,9,152.5,2.01,35.6,Moderate,0,0
Kegalle,Kegalle-DS3,Wet,2021,8,148.7,2.57,45.5,Good,1,0
Kilinochchi,Kilinochchi-DS6,Dry,2024,12,162.9,1.67,31.8,Poor,0,0
Ampara,Ampara-DS6,Dry,2023,2,61.6,1.92,30.1,Moderate,0,0
Kalutara,Kalutara-DS3,Wet,2019,6,432.1,3.92,69.4,Moderate,1,1
Badulla,Badulla-DS4,Intermediate,2024,5,125.2,1.82,36.3,Good,0,0
Kandy,Kandy-DS4,Wet,2008,1,281.5,3.14,50.8,Poor,1,0
Anuradhapura,Anuradhapura-DS6,Dry,2018,8,47.8,1.8,48.7,Moderate,0,0
Kilinochchi,Kilinochchi-DS3,Dry,2013,2,76.2,2.04,25.4,Poor,0,0
Badulla,Badulla-DS5,Intermediate,2016,12,149.1,1.97,30.9,Poor,0,0
Galle,Galle-DS2,Wet,2019,9,200.0,2.83,45.4,Good,1,0
Hambantota,Hambantota-DS6,Dry,2018,6,114.1,2.54,30.5,Moderate,0,0
Puttalam,Puttalam-DS1,Dry,2025,4,65.5,1.8,44.4,Moderate,0,0
Kandy,Kandy-DS4,Wet,2021,6,287.2,3.18,42.9,Moderate,1,0
Polonnaruwa,Polonnaruwa-DS2,Dry,2017,1,213.8,2.27,47.8,Moderate,0,1
Jaffna,Jaffna-DS3,Dry,2019,5,85.1,1.71,27.4,Good,0,0
Puttalam,Puttalam-DS4,Dry,2015,2,100.6,1.99,37.7,Moderate,0,0
Ampara,Ampara-DS2,Dry,2019,4,99.3,2.0,33.5,Good,0,0
Vavuniya,Vavuniya-DS5,Dry,2011,8,82.9,2.19,22.2,Poor,0,0
Mullaitivu,Mullaitivu-DS3,Dry,2015,5,139.7,1.79,37.1,Moderate,0,0
Ratnapura,Ratnapura-DS1,Wet,2023,6,272.1,3.51,62.2,Moderate,1,1
Matale,Matale-DS1,Intermediate,2020,7,96.9,1.54,30.9,Poor,0,0
Mannar,Mannar-DS2,Dry,2012,9,44.8,1.85,28.5,Moderate,0,0
Kurunegala,Kurunegala-DS4,Intermediate,2010,5,105.8,2.58,38.3,Moderate,1,0
Mannar,Mannar-DS3,Dry,2019,9,115.2,2.03,33.1,Poor,0,0
Anuradhapura,Anuradhapura-DS5,Dry,2020,3,58.8,1.76,40.2,Good,0,0
Vavuniya,Vavuniya-DS5,Dry,2009,2,76.8,2.19,22.5,Moderate,0,0
Hambantota,Hambantota-DS4,Dry,2019,12,152.2,2.34,37.7,Poor,0,1
Badulla,Badulla-DS5,Intermediate,2011,12,189.0,2.35,39.9,Moderate,0,0
Colombo,Colombo-DS4,Wet,2024,11,284.8,3.48,55.6,Poor,1,1
Anuradhapura,Anuradhapura-DS2,Dry,2019,6,50.1,2.07,37.9,Good,0,0
Moneragala,Moneragala-DS4,Dry,2008,9,88.0,2.08,30.2,Poor,0,0
Ampara,Ampara-DS1,Dry,2015,2,111.7,2.24,28.5,Poor,0,0
Anuradhapura,Anuradhapura-DS3,Dry,2018,6,53.4,2.08,34.7,Moderate,0,0
Ratnapura,Ratnapura-DS1,Wet,2015,11,238.1,3.23,52.3,Moderate,1,1
Vavuniya,Vavuniya-DS5,Dry,2011,1,148.2,2.01,44.7,Poor,0,0
Trincomalee,Trincomalee-DS1,Dry,2013,5,47.5,2.13,26.9,Poor,1,0
Jaffna,Jaffna-DS5,Dry,2025,3,124.4,1.9,33.7,Poor,0,0
Mannar,Mannar-DS4,Dry,2023,6,56.7,1.62,41.1,Good,0,0
Kegalle,Kegalle-DS3,Wet,2024,12,168.5,2.68,42.0,Good,1,0
Mannar,Mannar-DS6,Dry,2021,4,142.4,1.96,35.8,Moderate,0,0
Matale,Matale-DS3,Intermediate,2019,11,178.2,2.2,44.3,Poor,0,1
Mannar,Mannar-DS4,Dry,2022,7,62.0,1.88,29.2,Moderate,0,0
Mullaitivu,Mullaitivu-DS5,Dry,2023,9,102.2,1.7,25.0,Moderate,0,0
Ampara,Ampara-DS3,Dry,2014,1,260.6,2.23,58.2,Moderate,0,0
Ratnapura,Ratnapura-DS6,Wet,2024,6,395.7,3.5,65.3,Poor,1,1
Kalutara,Kalutara-DS4,Wet,2013,12,249.0,3.12,49.2,Poor,1,0
Kurunegala,Kurunegala-DS4,Intermediate,2021,3,192.3,3.04,38.7,Moderate,1,1
Ampara,Ampara-DS5,Dry,2012,7,97.2,1.76,36.5,Moderate,0,0
Trincomalee,Trincomalee-DS2,Dry,2014,7,69.5,2.43,27.5,Good,1,0
Matara,Matara-DS1,Wet,2010,4,228.1,2.9,57.2,Poor,1,0
Mullaitivu,Mullaitivu-DS3,Dry,2009,6,60.1,1.62,28.8,Moderate,0,1
Mullaitivu,Mullaitivu-DS6,Dry,2021,5,114.6,2.17,35.0,Good,0,0
Anuradhapura,Anuradhapura-DS2,Dry,2016,1,138.7,2.29,18.4,Moderate,0,0
Kilinochchi,Kilinochchi-DS3,Dry,2017,11,209.2,1.92,39.5,Moderate,0,0
Kegalle,Kegalle-DS4,Wet,2014,4,229.8,3.0,48.5,Poor,1,1
Anuradhapura,Anuradhapura-DS3,Dry,2018,8,39.5,1.8,34.6,Poor,0,0
Hambantota,Hambantota-DS6,Dry,2024,10,101.2,2.27,35.3,Poor,0,0
Matale,Matale-DS4,Intermediate,2016,8,149.1,2.27,37.1,Good,0,0
Gampaha,Gampaha-DS2,Wet,2012,1,240.6,3.08,49.8,Poor,1,1
Colombo,Colombo-DS4,Wet,2015,11,306.9,3.3,56.0,Moderate,1,1
Matale,Matale-DS4,Intermediate,2017,7,128.6,1.77,41.5,Good,0,0
Badulla,Badulla-DS2,Intermediate,2014,2,61.8,1.87,29.2,Good,0,0
Ratnapura,Ratnapura-DS3,Wet,2024,11,160.7,3.12,43.0,Poor,1,1
Badulla,Badulla-DS2,Intermediate,2012,1,152.3,2.11,43.8,Poor,0,0
Trincomalee,Trincomalee-DS4,Dry,2021,12,87.6,1.96,28.5,Poor,1,0
Puttalam,Puttalam-DS3,Dry,2015,12,111.4,2.07,28.6,Good,0,0
Kilinochchi,Kilinochchi-DS6,Dry,2011,4,110.1,1.69,35.8,Poor,0,0
Ratnapura,Ratnapura-DS5,Wet,2021,3,537.0,4.15,60.7,Moderate,1,1
Matara,Matara-DS6,Wet,2021,1,149.9,2.88,39.3,Moderate,1,0
Anuradhapura,Anuradhapura-DS2,Dry,2022,6,40.5,2.14,32.0,Moderate,0,0
Kilinochchi,Kilinochchi-DS5,Dry,2014,8,66.7,1.67,23.3,Poor,0,0
Kandy,Kandy-DS1,Wet,2015,7,248.9,3.06,59.1,Moderate,1,0
Gampaha,Gampaha-DS5,Wet,2012,4,472.4,3.4,62.1,Moderate,1,1
Matara,Matara-DS6,Wet,2019,12,216.4,3.32,43.4,Moderate,1,0
Kegalle,Kegalle-DS1,Wet,2010,10,247.1,3.22,52.6,Moderate,1,0
Nuwara Eliya,Nuwara Eliya-DS3,Wet,2012,2,147.3,2.26,40.4,Good,0,0
Kilinochchi,Kilinochchi-DS6,Dry,2013,11,201.8,1.82,44.0,Moderate,0,0
Gampaha,Gampaha-DS3,Wet,2024,4,612.5,4.44,81.8,Moderate,1,1
Matara,Matara-DS1,Wet,2019,3,181.6,2.87,41.6,Moderate,1,0
Polonnaruwa,Polonnaruwa-DS2,Dry,2014,1,120.5,1.64,32.9,Good,0,0
Batticaloa,Batticaloa-DS4,Dry,2013,11,187.6,2.66,52.4,Moderate,1,0
Mannar,Mannar-DS4,Dry,2025,6,43.9,1.3,31.6,Poor,0,0
Polonnaruwa,Polonnaruwa-DS4,Dry,2017,3,43.8,1.41,25.6,Moderate,0,0
Galle,Galle-DS4,Wet,2016,11,212.4,3.14,57.6,Poor,1,0
Matara,Matara-DS3,Wet,2016,7,375.0,3.71,68.5,Moderate,1,1
Mannar,Mannar-DS5,Dry,2015,12,151.3,1.84,43.3,Good,0,0
Galle,Galle-DS1,Wet,2016,7,317.5,3.28,57.4,Good,1,1
Mannar,Mannar-DS2,Dry,2015,4,132.1,2.1,41.1,Moderate,0,0
Anuradhapura,Anuradhapura-DS3,Dry,2008,11,74.7,1.84,42.2,Good,0,0
Mullaitivu,Mullaitivu-DS3,Dry,2019,11,305.5,2.66,55.3,Moderate,0,0
Kandy,Kandy-DS2,Wet,2010,3,268.4,3.08,65.5,Moderate,1,0
Gampaha,Gampaha-DS1,Wet,2013,4,291.5,3.24,55.7,Moderate,1,0
Nuwara Eliya,Nuwara Eliya-DS6,Wet,2013,9,150.0,2.28,44.5,Moderate,0,0
Ratnapura,Ratnapura-DS3,Wet,2014,3,449.9,3.89,70.6,Poor,1,1
Kalutara,Kalutara-DS2,Wet,2019,1,231.6,3.2,48.5,Poor,1,1
Kegalle,Kegalle-DS5,Wet,2025,11,189.2,2.82,54.4,Moderate,1,0
Puttalam,Puttalam-DS5,Dry,2024,6,40.8,1.66,37.9,Moderate,0,0
Matara,Matara-DS2,Wet,2011,9,412.5,3.53,82.5,Moderate,1,1
Matale,Matale-DS5,Intermediate,2017,6,262.6,2.34,41.8,Moderate,0,0
Batticaloa,Batticaloa-DS6,Dry,2008,3,104.3,2.31,29.6,Moderate,1,0
Anuradhapura,Anuradhapura-DS5,Dry,2019,5,51.1,1.9,37.7,Poor,0,0
Mullaitivu,Mullaitivu-DS4,Dry,2016,1,219.6,1.99,40.3,Moderate,0,0
Kurunegala,Kurunegala-DS2,Intermediate,2014,12,123.9,2.59,31.8,Moderate,1,0
Polonnaruwa,Polonnaruwa-DS2,Dry,2010,10,223.4,2.35,39.3,Poor,0,0
Gampaha,Gampaha-DS1,Wet,2022,2,263.1,3.29,60.0,Poor,1,1
Nuwara Eliya,Nuwara Eliya-DS4,Wet,2018,7,116.2,2.19,46.1,Poor,0,0
Jaffna,Jaffna-DS3,Dry,2010,5,80.0,1.85,30.7,Poor,0,0
Kegalle,Kegalle-DS4,Wet,2017,7,274.8,3.59,53.3,Moderate,1,0
Puttalam,Puttalam-DS2,Dry,2020,9,84.7,1.74,42.2,Moderate,0,1
Jaffna,Jaffna-DS3,Dry,2024,8,167.4,1.9,32.4,Poor,0,0
Ratnapura,Ratnapura-DS1,Wet,2016,2,173.2,3.15,53.6,Good,1,1
Moneragala,Moneragala-DS3,Dry,2011,9,61.2,1.56,31.7,Poor,0,0
Hambantota,Hambantota-DS2,Dry,2018,6,67.2,2.19,22.5,Moderate,0,0
Vavuniya,Vavuniya-DS6,Dry,2012,9,84.6,1.75,33.3,Moderate,0,0
Kalutara,Kalutara-DS3,Wet,2016,2,231.8,3.38,50.1,Moderate,1,1
Gampaha,Gampaha-DS2,Wet,2019,9,559.9,4.36,72.9,Moderate,1,1
Nuwara Eliya,Nuwara Eliya-DS4,Wet,2019,11,316.5,2.93,48.0,Moderate,0,0
Polonnaruwa,Polonnaruwa-DS3,Dry,2015,11,113.8,2.23,37.1,Poor,0,0
Kalutara,Kalutara-DS5,Wet,2016,6,243.3,3.24,46.4,Poor,1,1
Moneragala,Moneragala-DS6,Dry,2008,3,54.4,2.01,42.6,Moderate,0,0
Vavuniya,Vavuniya-DS2,Dry,2020,1,161.1,1.96,37.7,Poor,0,0
Matale,Matale-DS6,Intermediate,2012,3,145.7,1.76,35.5,Moderate,0,0
Gampaha,Gampaha-DS5,Wet,2008,7,448.1,3.64,67.2,Good,1,1
Ratnapura,Ratnapura-DS6,Wet,2016,8,161.8,3.06,50.1,Good,1,0
Matara,Matara-DS1,Wet,2016,9,293.4,3.5,45.5,Good,1,0
Hambantota,Hambantota-DS1,Dry,2013,6,82.5,1.91,31.4,Moderate,0,0
Kilinochchi,Kilinochchi-DS1,Dry,2008,3,77.1,1.99,35.5,Moderate,0,0
Badulla,Badulla-DS5,Intermediate,2009,10,184.4,1.96,38.1,Good,0,0
Hambantota,Hambantota-DS3,Dry,2019,5,114.3,1.97,30.6,Moderate,0,0
Puttalam,Puttalam-DS4,Dry,2023,7,52.3,1.71,33.0,Moderate,0,0
Matara,Matara-DS2,Wet,2017,12,192.8,2.71,46.0,Good,1,0
Gampaha,Gampaha-DS3,Wet,2024,5,419.6,3.52,61.1,Moderate,1,1
Vavuniya,Vavuniya-DS4,Dry,2019,5,54.8,1.45,37.4,Good,0,0
Anuradhapura,Anuradhapura-DS6,Dry,2019,2,31.9,1.74,30.3,Poor,0,0
Moneragala,Moneragala-DS5,Dry,2020,12,276.9,2.33,47.2,Good,0,0
Jaffna,Jaffna-DS1,Dry,2021,4,110.1,2.03,33.1,Poor,0,0
Hambantota,Hambantota-DS2,Dry,2024,7,154.5,2.27,32.7,Poor,0,0
Mullaitivu,Mullaitivu-DS4,Dry,2024,10,164.0,1.69,44.7,Moderate,0,0
Polonnaruwa,Polonnaruwa-DS6,Dry,2010,9,56.3,1.48,35.4,Good,0,0
Hambantota,Hambantota-DS6,Dry,2022,4,112.7,2.32,40.6,Moderate,0,0
Hambantota,Hambantota-DS2,Dry,2023,4,105.8,2.13,36.9,Moderate,0,0
Jaffna,Jaffna-DS6,Dry,2019,5,79.5,1.78,30.2,Moderate,0,0
Polonnaruwa,Polonnaruwa-DS1,Dry,2016,6,49.0,1.7,28.4,Moderate,0,0
Kurunegala,Kurunegala-DS3,Intermediate,2022,10,191.1,2.68,53.4,Good,1,0
Kandy,Kandy-DS3,Wet,2009,5,196.3,2.93,56.1,Poor,1,0
Nuwara Eliya,Nuwara Eliya-DS3,Wet,2021,7,404.6,3.31,65.2,Moderate,0,1
Nuwara Eliya,Nuwara Eliya-DS1,Wet,2009,12,246.9,2.81,52.4,Moderate,0,0
Galle,Galle-DS1,Wet,2022,7,296.1,3.39,47.6,Good,1,1
Ampara,Ampara-DS3,Dry,2018,3,135.4,2.04,43.9,Poor,0,0
Polonnaruwa,Polonnaruwa-DS2,Dry,2010,5,96.1,1.51,40.7,Good,0,0
Kegalle,Kegalle-DS2,Wet,2008,4,154.9,2.7,43.5,Moderate,1,0
Polonnaruwa,Polonnaruwa-DS1,Dry,2023,1,198.2,1.89,35.5,Poor,0,0
Moneragala,Moneragala-DS5,Dry,2017,9,73.8,1.81,32.9,Good,0,0
Kegalle,Kegalle-DS6,Wet,2014,3,141.5,2.74,45.1,Poor,1,0
Jaffna,Jaffna-DS5,Dry,2017,4,194.7,2.04,44.1,Poor,0,0
Ampara,Ampara-DS2,Dry,2016,12,165.4,2.08,30.3,Poor,0,0
Badulla,Badulla-DS4,Intermediate,2023,5,108.9,2.1,33.8,Good,0,0
Matara,Matara-DS5,Wet,2008,2,259.0,2.62,66.5,Moderate,1,0
Gampaha,Gampaha-DS1,Wet,2010,3,255.0,3.07,50.2,Good,1,1
Colombo,Colombo-DS5,Wet,2021,11,296.7,3.28,60.5,Good,1,1
Hambantota,Hambantota-DS4,Dry,2015,4,114.6,1.95,31.2,Moderate,0,0
Gampaha,Gampaha-DS2,Wet,2012,12,165.7,2.88,54.3,Moderate,1,0
Galle,Galle-DS3,Wet,2012,7,201.7,3.23,46.6,Good,1,0
Hambantota,Hambantota-DS2,Dry,2011,11,173.8,2.23,41.1,Good,0,0
Kegalle,Kegalle-DS4,Wet,2023,6,94.5,2.46,48.4,Moderate,1,0
Moneragala,Moneragala-DS1,Dry,2021,3,67.6,2.23,29.1,Poor,0,0
Kegalle,Kegalle-DS2,Wet,2024,11,109.6,2.51,44.8,Poor,1,0
Hambantota,Hambantota-DS3,Dry,2009,10,136.0,2.24,45.2,Poor,0,0
Puttalam,Puttalam-DS3,Dry,2019,6,71.1,1.96,40.8,Moderate,0,1
Nuwara Eliya,Nuwara Eliya-DS5,Wet,2016,8,471.5,3.3,68.0,Moderate,0,1
Batticaloa,Batticaloa-DS3,Dry,2010,3,64.8,2.38,34.2,Moderate,1,0
Puttalam,Puttalam-DS3,Dry,2025,7,162.4,2.71,33.7,Moderate,0,0
Matara,Matara-DS6,Wet,2020,5,98.0,2.5,49.9,Poor,1,0
